818,1062,"GCM","YYZ","10:00","Tuesday","18:00","Tuesday",59,3
819,1065,"GCM","YYZ","12:00","Tuesday","20:00","Tuesday",299.99,3
820,1068,"GCM","YYZ","14:00","Tuesday","0:00","Wednesday",125,3
821,1071,"GCM","ITO","4:00","Tuesday","8:00","Tuesday",209.89,1
822,1074,"GCM","ITO","6:00","Tuesday","11:00","Tuesday",233.99,1
823,1077,"GCM","ITO","8:00","Tuesday","14:00","Tuesday",233.99,1
824,1080,"GCM","ITO","9:00","Tuesday","16:00","Tuesday",159.99,1
825,1083,"GCM","ITO","10:00","Tuesday","18:00","Tuesday",233.99,1
826,1086,"GCM","ITO","12:00","Tuesday","20:00","Tuesday",199.99,1
827,1089,"GCM","ITO","14:00","Tuesday","0:00","Wednesday",79.95,1
828,1092,"GCM","ITO","15:00","Tuesday","3:00","Wednesday",599.95,1
829,1095,"GCM","ITO","17:00","Tuesday","7:00","Wednesday",299.99,1
830,1098,"GCM","HNL","4:00","Tuesday","8:00","Tuesday",299.99,2
831,1101,"GCM","HNL","6:00","Tuesday","11:00","Tuesday",599.95,2
832,1104,"GCM","HNL","8:00","Tuesday","14:00","Tuesday",599.95,2
833,1107,"GCM","HNL","9:00","Tuesday","16:00","Tuesday",599.95,2
834,1110,"GCM","CUR","4:00","Tuesday","8:00","Tuesday",125,1
835,1113,"GCM","CUR","6:00","Tuesday","11:00","Tuesday",99.95,1
836,1116,"GCM","CUR","8:00","Tuesday","14:00","Tuesday",159.99,1
837,1119,"GCM","CUR","9:00","Tuesday","16:00","Tuesday",125,1
838,1122,"GCM","CUR","10:00","Tuesday","18:00","Tuesday",299.99,1
839,1125,"YYZ","HNL","4:00","Tuesday","8:00","Tuesday",233.99,1
840,1128,"YYZ","HNL","6:00","Tuesday","11:00","Tuesday",99.95,1
841,1131,"YYZ","HNL","8:00","Tuesday","14:00","Tuesday",99.95,1
842,1134,"YYZ","HKG","4:00","Tuesday","8:00","Tuesday",125,2
843,1137,"YYZ","HKG","6:00","Tuesday","11:00","Tuesday",159.99,2
844,1140,"YYZ","NRT","4:00","Tuesday","8:00","Tuesday",125,3
845,1143,"YYZ","NRT","6:00","Tuesday","11:00","Tuesday",59,3
846,1146,"YYZ","NRT","8:00","Tuesday","14:00","Tuesday",233.99,3
847,1149,"YYZ","NRT","9:00","Tuesday","16:00","Tuesday",299.99,3
848,1152,"YYZ","NRT","10:00","Tuesday","18:00","Tuesday",125,3
849,1155,"YYZ","CDG","4:00","Tuesday","8:00","Tuesday",159.99,2
850,1158,"YYZ","CDG","6:00","Tuesday","11:00","Tuesday",299.99,2
851,1161,"YYZ","CDG","8:00","Tuesday","14:00","Tuesday",199.99,2
852,1164,"YYZ","CDG","9:00","Tuesday","16:00","Tuesday",199.99,2
853,1167,"YYZ","CDG","10:00","Tuesday","18:00","Tuesday",209.89,2
854,1170,"YYZ","CDG","12:00","Tuesday","20:00","Tuesday",233.99,2
855,1173,"YYZ","CDG","14:00","Tuesday","0:00","Wednesday",233.99,2
856,1176,"YYZ","CDG","15:00","Tuesday","3:00","Wednesday",79.95,2
857,1179,"YYZ","LHR","4:00","Tuesday","8:00","Tuesday",125,4
858,1182,"YYZ","LHR","6:00","Tuesday","11:00","Tuesday",99.95,4
859,1185,"YYZ","LHR","8:00","Tuesday","14:00","Tuesday",125,4
860,1188,"YYZ","ARN","4:00","Tuesday","8:00","Tuesday",99.95,2
861,1191,"YYZ","ARN","6:00","Tuesday","11:00","Tuesday",299.99,2
862,1194,"YYZ","GCM","4:00","Tuesday","8:00","Tuesday",125,3
863,1197,"YYZ","GCM","6:00","Tuesday","11:00","Tuesday",599.95,3
864,1200,"YYZ","GCM","8:00","Tuesday","14:00","Tuesday",299.99,3
865,1203,"YYZ","GCM","9:00","Tuesday","16:00","Tuesday",79.95,3
866,1206,"YYZ","GCM","10:00","Tuesday","18:00","Tuesday",99.95,3
867,1209,"YYZ","GCM","12:00","Tuesday","20:00","Tuesday",59,3
868,1212,"YYZ","GCM","14:00","Tuesday","0:00","Wednesday",79.95,3
869,1215,"YYZ","GCM","15:00","Tuesday","3:00","Wednesday",79.95,3
870,1218,"YYZ","ITO","4:00","Tuesday","8:00","Tuesday",199.99,2
871,1221,"YYZ","ITO","6:00","Tuesday","11:00","Tuesday",79.95,2
872,1224,"YYZ","ITO","8:00","Tuesday","14:00","Tuesday",159.99,2
873,1227,"YYZ","ITO","9:00","Tuesday","16:00","Tuesday",59,2
874,1230,"YYZ","ITO","10:00","Tuesday","18:00","Tuesday",99.95,2
875,1233,"YYZ","ITO","12:00","Tuesday","20:00","Tuesday",59,2
876,1236,"YYZ","ITO","14:00","Tuesday","0:00","Wednesday",99.95,2
877,1239,"YYZ","HNL","4:00","Tuesday","8:00","Tuesday",209.89,1
878,1242,"YYZ","HNL","6:00","Tuesday","11:00","Tuesday",79.95,1
879,1245,"ITO","HNL","4:00","Tuesday","8:00","Tuesday",59,3
880,1248,"ITO","HNL","6:00","Tuesday","11:00","Tuesday",59,3
881,1251,"ITO","HNL","8:00","Tuesday","14:00","Tuesday",199.99,3
882,1254,"ITO","HNL","9:00","Tuesday","16:00","Tuesday",125,3
883,1257,"ITO","HNL","10:00","Tuesday","18:00","Tuesday",299.99,3
884,1260,"ITO","HNL","12:00","Tuesday","20:00","Tuesday",79.95,3
885,1263,"ITO","HNL","14:00","Tuesday","0:00","Wednesday",209.89,3
886,1266,"ITO","HNL","15:00","Tuesday","3:00","Wednesday",159.99,3
887,1269,"ITO","HKG","4:00","Tuesday","8:00","Tuesday",209.89,2
888,1272,"ITO","HKG","6:00","Tuesday","11:00","Tuesday",59,2
889,1275,"ITO","CDG","4:00","Tuesday","8:00","Tuesday",125,2
890,1278,"ITO","CDG","6:00","Tuesday","11:00","Tuesday",79.95,2
891,1281,"ITO","CDG","8:00","Tuesday","14:00","Tuesday",199.99,2
892,1284,"ITO","CDG","9:00","Tuesday","16:00","Tuesday",233.99,2
893,1287,"ITO","CDG","10:00","Tuesday","18:00","Tuesday",599.95,2
894,1290,"ITO","CDG","12:00","Tuesday","20:00","Tuesday",233.99,2
895,1293,"ITO","CDG","14:00","Tuesday","0:00","Wednesday",599.95,2
896,1296,"ITO","LHR","4:00","Tuesday","8:00","Tuesday",79.95,1
897,1299,"ITO","LHR","6:00","Tuesday","11:00","Tuesday",59,1
898,1302,"ITO","LHR","8:00","Tuesday","14:00","Tuesday",199.99,1
899,1305,"ITO","ARN","4:00","Tuesday","8:00","Tuesday",233.99,2
900,1308,"ITO","ARN","6:00","Tuesday","11:00","Tuesday",299.99,2
901,1311,"ITO","ARN","8:00","Tuesday","14:00","Tuesday",599.95,2
902,1314,"ITO","ARN","9:00","Tuesday","16:00","Tuesday",199.99,2
903,1317,"ITO","ARN","10:00","Tuesday","18:00","Tuesday",599.95,2
904,1320,"ITO","GCM","4:00","Tuesday","8:00","Tuesday",125,2
905,1323,"ITO","GCM","6:00","Tuesday","11:00","Tuesday",159.99,2
906,1326,"ITO","GCM","8:00","Tuesday","14:00","Tuesday",209.89,2
907,1329,"ITO","GCM","9:00","Tuesday","16:00","Tuesday",79.95,2
908,1332,"ITO","YYZ","4:00","Tuesday","8:00","Tuesday",233.99,1
909,1335,"ITO","YYZ","6:00","Tuesday","11:00","Tuesday",209.89,1
910,1338,"ITO","YYZ","8:00","Tuesday","14:00","Tuesday",79.95,1
911,1341,"ITO","YYZ","9:00","Tuesday","16:00","Tuesday",59,1
912,1344,"ITO","YYZ","10:00","Tuesday","18:00","Tuesday",79.95,1
913,1347,"ITO","YYZ","12:00","Tuesday","20:00","Tuesday",159.99,1
914,1350,"ITO","YYZ","14:00","Tuesday","0:00","Wednesday",125,1
915,1353,"ITO","HNL","4:00","Tuesday","8:00","Tuesday",125,2
916,1356,"ITO","HNL","6:00","Tuesday","11:00","Tuesday",125,2
917,1359,"ITO","HNL","8:00","Tuesday","14:00","Tuesday",99.95,2
918,1362,"ITO","HNL","9:00","Tuesday","16:00","Tuesday",299.99,2
919,1365,"ITO","HNL","10:00","Tuesday","18:00","Tuesday",99.95,2
920,1368,"ITO","HNL","12:00","Tuesday","20:00","Tuesday",59,2
921,1371,"ITO","HNL","14:00","Tuesday","0:00","Wednesday",209.89,2
922,1374,"ITO","CUR","4:00","Tuesday","8:00","Tuesday",299.99,3
923,1377,"ITO","CUR","6:00","Tuesday","11:00","Tuesday",125,3
924,1380,"ITO","CUR","8:00","Tuesday","14:00","Tuesday",233.99,3
925,1383,"ITO","CUR","9:00","Tuesday","16:00","Tuesday",159.99,3
926,1386,"ITO","CUR","10:00","Tuesday","18:00","Tuesday",199.99,3
927,1389,"ITO","CUR","12:00","Tuesday","20:00","Tuesday",159.99,3
928,1392,"ITO","CUR","14:00","Tuesday","0:00","Wednesday",299.99,3
929,1395,"ITO","CUR","15:00","Tuesday","3:00","Wednesday",233.99,3
930,1398,"HNL","HNL","4:00","Tuesday","8:00","Tuesday",125,1
931,1401,"HNL","HNL","6:00","Tuesday","11:00","Tuesday",299.99,1
932,1404,"HNL","HNL","8:00","Tuesday","14:00","Tuesday",199.99,1
933,1407,"HNL","HNL","9:00","Tuesday","16:00","Tuesday",125,1
934,1410,"HNL","HKG","4:00","Tuesday","8:00","Tuesday",209.89,2
935,1413,"HNL","HKG","6:00","Tuesday","11:00","Tuesday",599.95,2
936,1416,"HNL","HKG","8:00","Tuesday","14:00","Tuesday",159.99,2
937,1419,"HNL","NRT","4:00","Tuesday","8:00","Tuesday",99.95,2
938,1422,"HNL","NRT","6:00","Tuesday","11:00","Tuesday",79.95,2
939,1425,"HNL","NRT","8:00","Tuesday","14:00","Tuesday",299.99,2
940,1428,"HNL","NRT","9:00","Tuesday","16:00","Tuesday",99.95,2
941,1431,"HNL","NRT","10:00","Tuesday","18:00","Tuesday",199.99,2
942,1434,"HNL","NRT","12:00","Tuesday","20:00","Tuesday",59,2
943,1437,"HNL","LHR","4:00","Tuesday","8:00","Tuesday",233.99,4
944,1440,"HNL","LHR","6:00","Tuesday","11:00","Tuesday",79.95,4
945,1443,"HNL","LHR","8:00","Tuesday","14:00","Tuesday",79.95,4
946,1446,"HNL","LHR","9:00","Tuesday","16:00","Tuesday",209.89,4
947,1449,"HNL","ARN","4:00","Tuesday","8:00","Tuesday",99.95,1
948,1452,"HNL","ARN","6:00","Tuesday","11:00","Tuesday",233.99,1
949,1455,"HNL","GCM","4:00","Tuesday","8:00","Tuesday",159.99,3
950,1458,"HNL","GCM","6:00","Tuesday","11:00","Tuesday",159.99,3
951,1461,"HNL","GCM","8:00","Tuesday","14:00","Tuesday",79.95,3
952,1464,"HNL","GCM","9:00","Tuesday","16:00","Tuesday",79.95,3
953,1467,"HNL","GCM","10:00","Tuesday","18:00","Tuesday",299.99,3
954,1470,"HNL","ITO","4:00","Tuesday","8:00","Tuesday",125,4
955,1473,"HNL","ITO","6:00","Tuesday","11:00","Tuesday",159.99,4
956,1476,"HNL","ITO","8:00","Tuesday","14:00","Tuesday",99.95,4
957,1479,"HNL","ITO","9:00","Tuesday","16:00","Tuesday",159.99,4
958,1482,"HNL","ITO","10:00","Tuesday","18:00","Tuesday",233.99,4
959,1485,"HNL","ITO","12:00","Tuesday","20:00","Tuesday",199.99,4
960,1488,"CUR","HNL","4:00","Tuesday","8:00","Tuesday",99.95,1
961,1491,"CUR","HNL","6:00","Tuesday","11:00","Tuesday",159.99,1
962,1494,"CUR","HNL","8:00","Tuesday","14:00","Tuesday",199.99,1
963,1497,"CUR","HNL","9:00","Tuesday","16:00","Tuesday",79.95,1
964,1500,"CUR","HNL","10:00","Tuesday","18:00","Tuesday",209.89,1
965,1503,"CUR","HKG","4:00","Tuesday","8:00","Tuesday",125,1
966,1506,"CUR","HKG","6:00","Tuesday","11:00","Tuesday",99.95,1
967,1509,"CUR","HKG","8:00","Tuesday","14:00","Tuesday",299.99,1
968,1512,"CUR","HKG","9:00","Tuesday","16:00","Tuesday",79.95,1
969,1515,"CUR","HKG","10:00","Tuesday","18:00","Tuesday",599.95,1
970,1518,"CUR","CDG","4:00","Tuesday","8:00","Tuesday",159.99,2
971,1521,"CUR","CDG","6:00","Tuesday","11:00","Tuesday",59,2
972,1524,"CUR","CDG","8:00","Tuesday","14:00","Tuesday",159.99,2
973,1527,"CUR","LHR","4:00","Tuesday","8:00","Tuesday",599.95,2
974,1530,"CUR","LHR","6:00","Tuesday","11:00","Tuesday",299.99,2
975,1533,"CUR","LHR","8:00","Tuesday","14:00","Tuesday",233.99,2
976,1536,"CUR","LHR","9:00","Tuesday","16:00","Tuesday",199.99,2
977,1539,"CUR","LHR","10:00","Tuesday","18:00","Tuesday",159.99,2
978,1542,"CUR","LHR","12:00","Tuesday","20:00","Tuesday",125,2
979,1545,"CUR","LHR","14:00","Tuesday","0:00","Wednesday",79.95,2
980,1548,"CUR","ARN","4:00","Tuesday","8:00","Tuesday",59,2
981,1551,"CUR","ARN","6:00","Tuesday","11:00","Tuesday",159.99,2
982,1554,"CUR","ARN","8:00","Tuesday","14:00","Tuesday",599.95,2
983,1557,"CUR","ARN","9:00","Tuesday","16:00","Tuesday",99.95,2
984,1560,"CUR","GCM","4:00","Tuesday","8:00","Tuesday",233.99,2
985,1563,"CUR","GCM","6:00","Tuesday","11:00","Tuesday",59,2
986,1566,"CUR","ITO","4:00","Tuesday","8:00","Tuesday",599.95,1
987,1569,"CUR","ITO","6:00","Tuesday","11:00","Tuesday",199.99,1
988,1572,"CUR","HNL","4:00","Tuesday","8:00","Tuesday",209.89,2
989,1575,"CUR","HNL","6:00","Tuesday","11:00","Tuesday",233.99,2
990,1578,"CUR","HNL","8:00","Tuesday","14:00","Tuesday",299.99,2
991,1581,"CUR","HNL","9:00","Tuesday","16:00","Tuesday",99.95,2
992,1584,"CUR","HNL","10:00","Tuesday","18:00","Tuesday",209.89,2
993,1587,"CUR","HNL","12:00","Tuesday","20:00","Tuesday",209.89,2
994,102,"HNL","HKG","4:00","Wednesday","8:00","Wednesday",79.95,4
995,105,"HNL","HKG","6:00","Wednesday","11:00","Wednesday",79.95,4
996,108,"HNL","HKG","8:00","Wednesday","14:00","Wednesday",59,4
997,111,"HNL","HKG","9:00","Wednesday","16:00","Wednesday",59,4
998,114,"HNL","HKG","10:00","Wednesday","18:00","Wednesday",599.95,4
999,117,"HNL","NRT","4:00","Wednesday","8:00","Wednesday",125,1
1000,120,"HNL","NRT","6:00","Wednesday","11:00","Wednesday",199.99,1
1001,123,"HNL","NRT","8:00","Wednesday","14:00","Wednesday",125,1
1002,126,"HNL","NRT","9:00","Wednesday","16:00","Wednesday",209.89,1
1003,129,"HNL","NRT","10:00","Wednesday","18:00","Wednesday",59,1
1004,132,"HNL","CDG","4:00","Wednesday","8:00","Wednesday",99.95,2
1005,135,"HNL","CDG","6:00","Wednesday","11:00","Wednesday",159.99,2
1006,138,"HNL","CDG","8:00","Wednesday","14:00","Wednesday",199.99,2
1007,141,"HNL","LHR","4:00","Wednesday","8:00","Wednesday",299.99,2
1008,144,"HNL","LHR","6:00","Wednesday","11:00","Wednesday",233.99,2
1009,147,"HNL","LHR","8:00","Wednesday","14:00","Wednesday",159.99,2
1010,150,"HNL","ARN","4:00","Wednesday","8:00","Wednesday",99.95,2
1011,153,"HNL","ARN","6:00","Wednesday","11:00","Wednesday",199.99,2
1012,156,"HNL","ARN","8:00","Wednesday","14:00","Wednesday",159.99,2
1013,159,"HNL","ARN","9:00","Wednesday","16:00","Wednesday",599.95,2
1014,162,"HNL","ARN","10:00","Wednesday","18:00","Wednesday",159.99,2
1015,165,"HNL","ARN","12:00","Wednesday","20:00","Wednesday",299.99,2
1016,168,"HNL","ARN","14:00","Wednesday","0:00","Thursday",79.95,2
1017,171,"HNL","ARN","15:00","Wednesday","3:00","Thursday",79.95,2
1018,174,"HNL","GCM","4:00","Wednesday","8:00","Wednesday",159.99,3
1019,177,"HNL","GCM","6:00","Wednesday","11:00","Wednesday",125,3
1020,180,"HNL","GCM","8:00","Wednesday","14:00","Wednesday",209.89,3
1021,183,"HNL","GCM","9:00","Wednesday","16:00","Wednesday",233.99,3
1022,186,"HNL","GCM","10:00","Wednesday","18:00","Wednesday",199.99,3
1023,189,"HNL","GCM","12:00","Wednesday","20:00","Wednesday",209.89,3
1024,192,"HNL","YYZ","4:00","Wednesday","8:00","Wednesday",599.95,3
1025,195,"HNL","YYZ","6:00","Wednesday","11:00","Wednesday",59,3
1026,198,"HNL","ITO","4:00","Wednesday","8:00","Wednesday",99.95,2
1027,201,"HNL","ITO","6:00","Wednesday","11:00","Wednesday",79.95,2
1028,204,"HNL","ITO","8:00","Wednesday","14:00","Wednesday",199.99,2
1029,207,"HNL","ITO","9:00","Wednesday","16:00","Wednesday",233.99,2
1030,210,"HNL","ITO","10:00","Wednesday","18:00","Wednesday",79.95,2
1031,213,"HNL","ITO","12:00","Wednesday","20:00","Wednesday",599.95,2
1032,216,"HNL","ITO","14:00","Wednesday","0:00","Thursday",125,2
1033,219,"HNL","HNL","4:00","Wednesday","8:00","Wednesday",233.99,1
1034,222,"HNL","HNL","6:00","Wednesday","11:00","Wednesday",599.95,1
1035,225,"HNL","HNL","8:00","Wednesday","14:00","Wednesday",299.99,1
1036,228,"HNL","HNL","9:00","Wednesday","16:00","Wednesday",199.99,1
1037,231,"HNL","CUR","4:00","Wednesday","8:00","Wednesday",599.95,2
1038,234,"HKG","HNL","4:00","Wednesday","8:00","Wednesday",125,1
1039,237,"HKG","HNL","6:00","Wednesday","11:00","Wednesday",79.95,1
1040,240,"HKG","HNL","8:00","Wednesday","14:00","Wednesday",599.95,1
1041,243,"HKG","HNL","9:00","Wednesday","16:00","Wednesday",99.95,1
1042,246,"HKG","NRT","4:00","Wednesday","8:00","Wednesday",299.99,4
1043,249,"HKG","NRT","6:00","Wednesday","11:00","Wednesday",199.99,4
1044,252,"HKG","NRT","8:00","Wednesday","14:00","Wednesday",599.95,4
1045,255,"HKG","CDG","4:00","Wednesday","8:00","Wednesday",599.95,2
1046,258,"HKG","CDG","6:00","Wednesday","11:00","Wednesday",299.99,2
1047,261,"HKG","CDG","8:00","Wednesday","14:00","Wednesday",209.89,2
1048,264,"HKG","CDG","9:00","Wednesday","16:00","Wednesday",99.95,2
1049,267,"HKG","CDG","10:00","Wednesday","18:00","Wednesday",59,2
1050,270,"HKG","CDG","12:00","Wednesday","20:00","Wednesday",159.99,2
1051,273,"HKG","CDG","14:00","Wednesday","0:00","Thursday",79.95,2
1052,276,"HKG","CDG","15:00","Wednesday","3:00","Thursday",199.99,2
1053,279,"HKG","CDG","17:00","Wednesday","7:00","Thursday",159.99,2
1054,282,"HKG","LHR","4:00","Wednesday","8:00","Wednesday",599.95,1
1055,285,"HKG","LHR","6:00","Wednesday","11:00","Wednesday",233.99,1
1056,288,"HKG","LHR","8:00","Wednesday","14:00","Wednesday",99.95,1
1057,291,"HKG","LHR","9:00","Wednesday","16:00","Wednesday",99.95,1
1058,294,"HKG","ARN","4:00","Wednesday","8:00","Wednesday",159.99,2
1059,297,"HKG","ARN","6:00","Wednesday","11:00","Wednesday",99.95,2
1060,300,"HKG","ARN","8:00","Wednesday","14:00","Wednesday",209.89,2
1061,303,"HKG","ARN","9:00","Wednesday","16:00","Wednesday",99.95,2
1062,306,"HKG","ARN","10:00","Wednesday","18:00","Wednesday",59,2
1063,309,"HKG","ARN","12:00","Wednesday","20:00","Wednesday",125,2
1064,312,"HKG","ARN","14:00","Wednesday","0:00","Thursday",159.99,2
1065,315,"HKG","ARN","15:00","Wednesday","3:00","Thursday",209.89,2
1066,318,"HKG","ARN","17:00","Wednesday","7:00","Thursday",233.99,2
1067,321,"HKG","GCM","4:00","Wednesday","8:00","Wednesday",209.89,4
1068,324,"HKG","GCM","6:00","Wednesday","11:00","Wednesday",59,4
1069,327,"HKG","GCM","8:00","Wednesday","14:00","Wednesday",79.95,4
1070,330,"HKG","GCM","9:00","Wednesday","16:00","Wednesday",99.95,4
1071,333,"HKG","GCM","10:00","Wednesday","18:00","Wednesday",599.95,4
1072,336,"HKG","GCM","12:00","Wednesday","20:00","Wednesday",125,4
1073,339,"HKG","GCM","14:00","Wednesday","0:00","Thursday",233.99,4
1074,342,"HKG","YYZ","4:00","Wednesday","8:00","Wednesday",125,2
1075,345,"HKG","YYZ","6:00","Wednesday","11:00","Wednesday",79.95,2
1076,348,"HKG","YYZ","8:00","Wednesday","14:00","Wednesday",599.95,2
1077,351,"HKG","YYZ","9:00","Wednesday","16:00","Wednesday",125,2
1078,354,"HKG","YYZ","10:00","Wednesday","18:00","Wednesday",159.99,2
1079,357,"HKG","ITO","4:00","Wednesday","8:00","Wednesday",159.99,2
1080,360,"HKG","ITO","6:00","Wednesday","11:00","Wednesday",299.99,2
1081,363,"HKG","ITO","8:00","Wednesday","14:00","Wednesday",159.99,2
1082,366,"HKG","ITO","9:00","Wednesday","16:00","Wednesday",299.99,2
1083,369,"HKG","ITO","10:00","Wednesday","18:00","Wednesday",599.95,2
1084,372,"HKG","HNL","4:00","Wednesday","8:00","Wednesday",79.95,4
1085,375,"HKG","HNL","6:00","Wednesday","11:00","Wednesday",59,4
1086,378,"HKG","HNL","8:00","Wednesday","14:00","Wednesday",79.95,4
1087,381,"HKG","HNL","9:00","Wednesday","16:00","Wednesday",199.99,4
1088,384,"HKG","HNL","10:00","Wednesday","18:00","Wednesday",199.99,4
1089,387,"HKG","HNL","12:00","Wednesday","20:00","Wednesday",59,4
1090,390,"HKG","CUR","4:00","Wednesday","8:00","Wednesday",209.89,3
1091,393,"HKG","CUR","6:00","Wednesday","11:00","Wednesday",99.95,3
1092,396,"NRT","HNL","4:00","Wednesday","8:00","Wednesday",159.99,2
1093,399,"NRT","HNL","6:00","Wednesday","11:00","Wednesday",79.95,2
1094,402,"NRT","HNL","8:00","Wednesday","14:00","Wednesday",59,2
1095,405,"NRT","HKG","4:00","Wednesday","8:00","Wednesday",599.95,2
1096,408,"NRT","HKG","6:00","Wednesday","11:00","Wednesday",159.99,2
1097,411,"NRT","HKG","8:00","Wednesday","14:00","Wednesday",199.99,2
1098,414,"NRT","HKG","9:00","Wednesday","16:00","Wednesday",79.95,2
1099,417,"NRT","CDG","4:00","Wednesday","8:00","Wednesday",159.99,4
1100,420,"NRT","CDG","6:00","Wednesday","11:00","Wednesday",79.95,4
1101,423,"NRT","LHR","4:00","Wednesday","8:00","Wednesday",79.95,3
1102,426,"NRT","LHR","6:00","Wednesday","11:00","Wednesday",209.89,3
1103,429,"NRT","LHR","8:00","Wednesday","14:00","Wednesday",299.99,3
1104,432,"NRT","LHR","9:00","Wednesday","16:00","Wednesday",599.95,3
1105,435,"NRT","LHR","10:00","Wednesday","18:00","Wednesday",209.89,3
1106,438,"NRT","LHR","12:00","Wednesday","20:00","Wednesday",233.99,3
1107,441,"NRT","LHR","14:00","Wednesday","0:00","Thursday",199.99,3
1108,444,"NRT","LHR","15:00","Wednesday","3:00","Thursday",599.95,3
1109,447,"NRT","ARN","4:00","Wednesday","8:00","Wednesday",599.95,3
1110,450,"NRT","ARN","6:00","Wednesday","11:00","Wednesday",159.99,3
1111,453,"NRT","ARN","8:00","Wednesday","14:00","Wednesday",299.99,3
1112,456,"NRT","ARN","9:00","Wednesday","16:00","Wednesday",299.99,3
1113,459,"NRT","GCM","4:00","Wednesday","8:00","Wednesday",199.99,2
1114,462,"NRT","GCM","6:00","Wednesday","11:00","Wednesday",79.95,2
1115,465,"NRT","YYZ","4:00","Wednesday","8:00","Wednesday",79.95,3
1116,468,"NRT","YYZ","6:00","Wednesday","11:00","Wednesday",79.95,3
1117,471,"NRT","YYZ","8:00","Wednesday","14:00","Wednesday",79.95,3
1118,474,"NRT","YYZ","9:00","Wednesday","16:00","Wednesday",125,3
1119,477,"NRT","YYZ","10:00","Wednesday","18:00","Wednesday",209.89,3
1120,480,"NRT","ITO","4:00","Wednesday","8:00","Wednesday",199.99,2
1121,483,"NRT","ITO","6:00","Wednesday","11:00","Wednesday",199.99,2
1122,486,"NRT","ITO","8:00","Wednesday","14:00","Wednesday",125,2
1123,489,"NRT","ITO","9:00","Wednesday","16:00","Wednesday",199.99,2
1124,492,"NRT","ITO","10:00","Wednesday","18:00","Wednesday",59,2
1125,495,"NRT","ITO","12:00","Wednesday","20:00","Wednesday",125,2
1126,498,"NRT","ITO","14:00","Wednesday","0:00","Thursday",125,2
1127,501,"NRT","ITO","15:00","Wednesday","3:00","Thursday",209.89,2
1128,504,"NRT","ITO","17:00","Wednesday","7:00","Thursday",79.95,2
1129,507,"NRT","HNL","4:00","Wednesday","8:00","Wednesday",59,1
1130,510,"NRT","HNL","6:00","Wednesday","11:00","Wednesday",79.95,1
1131,513,"NRT","HNL","8:00","Wednesday","14:00","Wednesday",599.95,1
1132,516,"NRT","HNL","9:00","Wednesday","16:00","Wednesday",79.95,1
1133,519,"NRT","HNL","10:00","Wednesday","18:00","Wednesday",79.95,1
1134,522,"NRT","HNL","12:00","Wednesday","20:00","Wednesday",199.99,1
1135,525,"NRT","HNL","14:00","Wednesday","0:00","Thursday",233.99,1
1136,528,"NRT","HNL","15:00","Wednesday","3:00","Thursday",99.95,1
1137,531,"NRT","HNL","17:00","Wednesday","7:00","Thursday",125,1
1138,534,"NRT","CUR","4:00","Wednesday","8:00","Wednesday",599.95,2
1139,537,"NRT","CUR","6:00","Wednesday","11:00","Wednesday",125,2
1140,540,"NRT","CUR","8:00","Wednesday","14:00","Wednesday",125,2
1141,543,"NRT","CUR","9:00","Wednesday","16:00","Wednesday",125,2
1142,546,"NRT","CUR","10:00","Wednesday","18:00","Wednesday",125,2
1143,549,"CDG","HNL","4:00","Wednesday","8:00","Wednesday",79.95,2
1144,552,"CDG","HNL","6:00","Wednesday","11:00","Wednesday",299.99,2
1145,555,"CDG","HNL","8:00","Wednesday","14:00","Wednesday",599.95,2
1146,558,"CDG","HNL","9:00","Wednesday","16:00","Wednesday",299.99,2
1147,561,"CDG","HNL","10:00","Wednesday","18:00","Wednesday",159.99,2
1148,564,"CDG","HNL","12:00","Wednesday","20:00","Wednesday",59,2
1149,567,"CDG","HKG","4:00","Wednesday","8:00","Wednesday",233.99,3
1150,570,"CDG","HKG","6:00","Wednesday","11:00","Wednesday",209.89,3
1151,573,"CDG","HKG","8:00","Wednesday","14:00","Wednesday",59,3
1152,576,"CDG","HKG","9:00","Wednesday","16:00","Wednesday",233.99,3
1153,579,"CDG","HKG","10:00","Wednesday","18:00","Wednesday",125,3
1154,582,"CDG","NRT","4:00","Wednesday","8:00","Wednesday",299.99,1
1155,585,"CDG","NRT","6:00","Wednesday","11:00","Wednesday",209.89,1
1156,588,"CDG","NRT","8:00","Wednesday","14:00","Wednesday",199.99,1
1157,591,"CDG","NRT","9:00","Wednesday","16:00","Wednesday",209.89,1
1158,594,"CDG","NRT","10:00","Wednesday","18:00","Wednesday",233.99,1
1159,597,"CDG","NRT","12:00","Wednesday","20:00","Wednesday",209.89,1
1160,600,"CDG","NRT","14:00","Wednesday","0:00","Thursday",59,1
1161,603,"CDG","NRT","15:00","Wednesday","3:00","Thursday",299.99,1
1162,606,"CDG","LHR","4:00","Wednesday","8:00","Wednesday",233.99,2
1163,609,"CDG","LHR","6:00","Wednesday","11:00","Wednesday",299.99,2
1164,612,"CDG","LHR","8:00","Wednesday","14:00","Wednesday",599.95,2
1165,615,"CDG","LHR","9:00","Wednesday","16:00","Wednesday",159.99,2
1166,618,"CDG","LHR","10:00","Wednesday","18:00","Wednesday",125,2
1167,621,"CDG","LHR","12:00","Wednesday","20:00","Wednesday",209.89,2
1168,624,"CDG","LHR","14:00","Wednesday","0:00","Thursday",599.95,2
1169,627,"CDG","LHR","15:00","Wednesday","3:00","Thursday",125,2
